PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AQI
25.68541667,57.1146875,14.7315625,10.10739583,27.5759375,0.363541667,3.451145833,40
22.3921875,59.03125,23.3984375,10.81770833,26.37375,0.4784375,4.692916667,51
35.12322917,96.33625,41.456875,11.96239583,27.57729167,1.120625,4.171041667,68
34.303125,82.92729167,34.54979167,11.70114583,27.753125,0.885833333,4.310416667,71
24.01825,56.983625,19.44563492,10.76904762,21.58051587,0.415039683,8.575039683,54
17.29364583,43.01552083,14.68208333,10.4534375,19.8740625,0.18,7.086145833,39
19.48239583,51.24333333,18.55770833,10.82864583,17.341875,0.311666667,14.75854167,42
20.47135417,54.309375,22.5771875,11.03541667,22.70635417,0.40125,6.674895833,44
19.97673913,59.3051087,22.47989583,11.07572917,19.70583333,0.411458333,9.607083333,49
20.65543478,59.57782609,26.008125,11.12635417,24.13041667,0.545833333,7.9975,45
23.75072917,64.97125,29.87739583,11.354375,23.9734375,0.725520833,7.58,55
17.5246875,59.65364583,27.70822917,11.07947917,24.05072917,0.5390625,8.099583333,58
17.43347826,52.53852273,21.39173913,10.77427083,20.88677083,0.309270833,12.06322917,48
17.38583333,60.89041667,25.97114583,11.4221875,14.86625,0.580208333,25.19302083,51
24.81208333,93.52885417,45.57666667,11.60635417,28.18114583,1.9046875,6.829375,74
21.66864583,75.106875,37.120625,11.52,34.754375,0.9034375,7.118958333,76
13.91510417,60.7903125,18.3490625,10.57916667,30.36447917,0.216354167,9.129166667,49
11.39197917,59.15208333,15.15666667,10.65125,22.0734375,0.166145833,14.06833333,48
16.97395833,54.810625,22.96270833,11.1734375,25.19364583,0.374583333,10.60229167,50
28.34739583,81.1690625,30.42822917,11.47125,21.21197917,0.91625,11.03875,62
37.78208333,105.6983333,50.67864583,12.44708333,29.07520833,1.43625,8.4646875,94
38.77552632,107.3006579,49.29074561,12.33644737,26.29074561,1.245394737,8.775877193,82
36.06416667,98.583125,43.34677083,11.63083333,31.91458333,1.302604167,7.762604167,84
41.66916667,104.9836458,39.98395833,11.18177083,36.48541667,1.462604167,8.155729167,85
32.59958333,91.3503125,39.47708333,13.46520833,25.61583333,1.678854167,14.97541667,76
26.3421875,94.12875,43.91572917,11.601875,17.43125,1.8196875,13.8021875,71
19.71697917,65.43510417,32.86520833,11.4484375,21.63583333,0.846979167,18.87229167,61
17.93604167,61.525,23.00354167,11.0615625,15.5665625,0.46125,13.29927083,50
20.6790625,61.00677083,28.98229167,11.15552083,25.9684375,0.560520833,11.94802083,55
24.59885417,82.17583333,38.82354167,13.06208333,11.23791667,1.219166667,13.2475,64
24.0278125,84.8371875,42.60802083,12.4175,12.70833333,1.435,19.54385417,73
23.79447917,84.40041667,45.31479167,13.44302083,13.16145833,1.644895833,17.29927083,69
27.45333333,93.87447917,43.7828125,13.45270833,13.78916667,1.618020833,17.23614583,82
23.17739583,83.8171875,47.8328125,12.36572917,18.9409375,1.268125,9.2621875,66
20.92708333,73.63645833,24.93375,11.046875,13.12947917,0.614166667,21.34354167,66
19.32692308,69.13173077,17.75576923,10.38115385,12.31596154,0.427115385,12.93211538,54
13.2905,59.41692308,15.5215,10.78383333,13.38533333,0.406277778,24.84733333,51
14.66552083,60.52208333,13.29427083,10.5815625,11.8615625,0.355625,18.00791667,50
14.45020833,50.2634375,19.99927083,10.9115625,11.96322917,0.4628125,19.21385417,52
23.9840625,67.28625,19.96739583,10.969375,12.42333333,0.621458333,22.55604167,70
22.945,56.071875,12.9115625,10.60052083,12.80583333,0.651354167,23.1478125,54
16.83979167,46.34770833,12.06625,10.13520833,21.45572917,0.380833333,9.409166667,46
15.99065972,48.76128472,27.38270833,10.80638889,38.79482639,0.460972222,6.157152778,49
19.05729167,55.03239583,29.61583333,11.00729167,42.70052083,0.6034375,6.4678125,48
23.14989583,68.51083333,34.4196875,11.19458333,45.48927083,0.939270833,6.955,60
29.74520833,78.97854167,36.21166667,11.98666667,28.57375,0.9146875,20.2775,66
64.27760417,126.8276042,32.69447917,11.984375,13.34677083,0.812291667,26.2846875,101
57.24947917,117.3584375,36.44260417,12.67916667,13.67802083,0.919479167,24.6834375,91
56.55854167,122.7115625,44.42333333,12.86229167,14.06947917,1.020104167,24.87020833,99
48.0509375,89.02954545,26.054375,11.56729167,13.98885417,0.6103125,24.4503125,71
73.50675,114.9675,19.23068182,11.23022727,13.55590909,0.624545455,13.06204545,86
,,,,,,,56
32.5275,61.7165,14.131,10.6715,12.14266667,0.5084375,9.9795,46
43.01615079,66.97103175,15.73325397,10.76956349,13.10246032,0.609920635,13.7018254,56
24.98865385,41.19,8.640961538,9.988461538,12.30423077,0.2675,9.407115385,46
38.24232143,75.03357143,27.7325,12.57821429,14.48982143,0.821785714,25.45696429,53
56.72235294,112.1142647,21.10029412,11.14411765,14.35691176,0.967647059,20.97661765,82
41.49846154,83.04641026,29.67269231,11.95576923,13.49711538,0.643630952,48.70237179,78
47.20958333,90.35277778,18.19861111,11.13027778,13.22375,0.424444444,25.67152778,80
25.69708333,66.34333333,7.155,10.08125,12.88541667,0.1175,25.30916667,50
33.03678571,73.64964286,29.31607143,12.12285714,15.16821429,0.549285714,26.79821429,75
45.3,97.39458333,38.86614583,12.7896875,15.17875,0.875416667,18.04802083,75
50.4096875,111.0388542,41.49541667,12.90760417,15.02739583,0.859479167,26.94833333,96
26.31295455,53.93011364,20.96420455,10.71909091,19.47939394,0.312954545,15.12295455,56
27.8635,55.19866667,26.83875,12.1640625,14.393125,0.603676471,16.88875,35
39.0046875,68.44385417,17.46,10.7209375,13.05822917,0.46625,17.611875,61
36.26193182,74.95204545,28.90554348,13.20460145,10.91246377,1.097789855,23.47492754,52
40.09833333,109.1345833,32.31947368,11.00241228,15.74640351,0.593026316,24.85899123,78
28.14229167,74.3275,21.64020833,10.75302083,16.79041667,0.263020833,14.434375,66
34.75072917,84.43104167,34.86125,11.8490625,16.34625,0.502291667,18.13260417,82
32.80760417,89.01520833,30.41270833,11.544375,15.16364583,0.384895833,23.65770833,76
38.9709375,102.3342708,36.90416667,12.05666667,15.36947917,0.516041667,25.05083333,90
35.88177083,97.40760417,31.96,11.69291667,15.76885417,0.452708333,26.45572917,100
32.45125,100.9433333,26.70833333,12.36708333,16.72416667,0.516666667,28.43125,94
29.44068182,85.31568182,28.985625,11.42645833,14.95770833,0.352916667,41.00833333,87
36.70763158,98.79934211,29.147875,11.472875,15.091,0.38075,28.587125,88
37.5996875,105.7364583,36.395625,12.473125,15.76083333,0.7059375,30.36833333,98
41.176875,107.599,49.98741667,12.40675,17.27233333,0.831791667,24.28475,98
55.29770833,141.8210417,47.95666667,13.06583333,16.7725,0.855833333,25.44,104
,,,,,,,87
39.84270833,113.5441667,44.35807692,14.31346154,16.15,1.332884615,43.24019231,99
35.7875,96.39927083,38.91270833,11.9453125,15.69541667,0.614166667,28.56416667,97
34.17214286,95.56261905,23.21076087,11.29532609,18.41673913,0.307173913,35.70224638,84
35.0125,106.7511111,24.19847222,11.00027778,33.23875,0.361666667,25.24425,85
23.50214286,79.47714286,14.23285714,11.05446429,8.03375,0.127321429,37.61571429,71
24.96722222,58.68694444,35.56333333,13.20055556,8.733888889,0.375277778,36.0525,52
22.6009375,77.41072917,20.86270833,11.69489583,8.389375,0.153125,43.44395833,56
26.49742754,66.75985507,16.90694444,11.36784722,8.298819444,0.276388889,46.48201389,66
29.19125,51.69822917,27.23395833,12.35072917,8.613541667,0.579270833,62.83586806,64
49.83979167,87.18989583,35.74927083,13.1146875,10.00916667,0.712916667,62.38475694,104
24.2315625,52.75385417,24.23822917,12.09427083,9.145833333,0.401666667,58.66440972,62
28.25083333,62.99322917,23.21645833,11.920625,9.337291667,0.288645833,52.7075,65
18.813125,44.4253125,16.84,11.17666667,9.722083333,0.245416667,46.74666667,50
23.73954545,73.54431818,14.47854167,11.04760417,9.420104167,0.205,32.64354167,47
23.90291667,97.765,16.50369048,11.18845238,13.38142857,0.370238095,39.98420635,59
22.84034091,44.59852273,17.61613636,11.48568182,10.20840909,0.327173913,47.04094697,49
22.753875,43.88225,14.81847826,11.27695652,9.103695652,0.214673913,55.28397727,50
17.87535714,31.20702381,8.966979167,10.5934375,8.339270833,0.174791667,47.28729167,49
30.00635417,48.82166667,17.351875,11.36270833,8.824375,0.310833333,46.18625,52
39.0234375,69.164375,21.11104167,11.66208333,9.880625,0.349895833,50.80545139,55
34.0675,73.05208333,28.45895833,12.87645833,8.994479167,0.635625,46.11899306,60
46.04575,100.4467045,42.75851449,13.38467391,11.85152174,1.08923913,35.18202899,73
34.10822917,81.85572917,28.07458333,11.82666667,9.91375,0.425520833,40.79958333,70
28.38583333,77.23882353,23.07558824,11.7825,9.104901961,0.305,50.53117647,62
32.5740625,77.0315625,34.18791667,13.961875,9.967604167,0.946458333,52.57739583,70
51.91608696,116.8279348,58.9778125,14.61625,12.9078125,1.506041667,46.94104167,82
52.62739583,110.6661458,44.03375,13.73260417,12.29510417,1.05625,49.26104167,81
44.8603125,101.8833333,29.606875,12.60208333,11.41447917,0.822291667,55.35072917,79
46.17852273,130.9529545,41.82871212,13.85534091,12.78026515,1.394772727,46.49966667,76
38.04885417,106.6213542,28.66354167,11.785,13.24395833,0.509479167,50.24114583,89
43.20895833,165.2804167,29.5171875,12.80510417,11.15364583,0.95625,45.3621875,91
34.0878125,123.5760417,16.48364583,10.88572917,12.22489583,0.3484375,59.02041667,89
32.88927083,98.65364583,21.3534375,11.6475,10.3903125,0.3590625,52.63763889,73
34.5525,115.7275,41.94442982,13.33574561,11.58302632,0.575921053,34.74504386,71
37.1546875,101.6951042,38.08291667,13.31270833,12.00916667,0.787708333,50.07322917,74
41.0778125,110.8190625,28.11989583,12.07416667,13.89197917,0.6834375,54.9659375,82
28.63854167,88.47617647,14.92791667,10.96958333,11.84270833,0.306875,79.88885417,68
31.09302083,111.59875,17.0215625,11.14395833,10.89135417,0.405,65.40784091,53
41.6165,88.753,12.40172222,10.83561111,10.08977778,0.274635417,60.54533333,67
28.12630435,59.93206522,13.8709375,10.96895833,9.437708333,0.225208333,63.44315217,62
29.12677083,65.22197917,16.3709375,11.20739583,9.378854167,0.281666667,69.36145833,66
35.25543478,97.77479167,13.77875,10.84,10.02885417,0.201041667,61.70756944,79
38.21770833,90.70822917,20.58739583,11.44333333,9.401979167,0.462604167,63.28992063,83
43.05738636,95.22760417,15.9253125,10.66145833,18.47552083,0.318958333,42.64638889,96
34.397125,82.9925,20.62552083,10.76541667,26.0709375,0.293958333,22.59395833,85
32.18596491,88.32144737,14.96742754,10.73293478,9.44192029,0.119384058,37.43318841,78
30.89208333,79.12208333,16.74291667,10.94447917,10.66979167,0.209270833,41.0846875,75
31.83427083,81.55479167,21.5753125,11.3709375,10.4603125,0.270416667,39.77020833,86
37.76260417,112.06125,22.81208333,11.54354167,10.88864583,0.255416667,46.76111111,112
29.83364583,75.5253125,20.273125,11.3240625,10.07177083,0.3625,47.42659722,72
43.97385417,101.8254167,16.77916667,10.7384375,19.6115625,0.251979167,44.77777778,107
46.21147727,100.21375,30.51395833,11.42770833,29.30104167,0.502083333,37.74470588,100
45.19895833,120.6875,20.86927083,11.2253125,13.12322917,0.2884375,44.23583333,100
39.56677083,119.2939583,22.91510417,11.36739583,12.304375,0.274583333,42.94708333,109
38.80833333,101.9167708,28.87291667,11.98947917,12.17166667,0.445520833,45.83385417,100
40.20895833,124.238125,25.32145833,11.51322917,12.26270833,0.341875,53.68361111,92
41.44142857,143.0539286,23.36014493,11.49481884,13.77416667,0.451956522,47.60028986,93
37.1784375,124.3090625,16.95489583,10.71760417,11.5084375,0.531354167,48.30239583,110
24.74677083,92.49177083,12.03166667,10.44302083,11.999375,0.368333333,51.18735507,81
22.97693182,74.44202381,12.06445652,10.42293478,12.80336957,0.337604167,28.70684783,74
26.32333333,79.94854167,12.17520833,10.43989583,11.1378125,0.4028125,50.35430556,70
28.11520833,72.22354167,19.14354167,11.04020833,11.46979167,0.490416667,52.71361111,71
29.16020833,72.52510417,17.58822917,10.9965625,10.66125,0.5640625,54.19543478,74
34.94902174,80.23695652,23.48717391,11.45576087,14.745,0.761195652,49.86746212,72
25.84958333,61.26833333,15.52820833,10.39345833,22.53633333,0.5995,28.08355263,57
23.06864583,58.07822917,16.97,10.3740625,30.32177083,0.599375,30.27803571,56
27.40228261,58.62695652,20.29447917,10.8378125,11.89628472,0.746111111,45.65064394,46
30.15552083,56.12229167,19.028125,11.35666667,12.94010417,0.6253125,47.75275362,60
22.24166667,42.515125,10.95599206,10.34690476,12.29150794,0.494246032,13.43075397,51
21.50613636,54.95181818,19.35354167,10.98270833,12.59041667,0.709652778,14.38625,50
18.82166667,47.90885417,12.99645833,10.3571875,17.80979167,0.579583333,10.51520833,42
15.17054348,31.09347826,14.68979167,10.2171875,28.06364583,0.593958333,8.8428125,41
17.40113636,38.02886364,10.26163043,10.30293478,10.72206522,0.550625,12.37119565,41
11.57839286,48.54660714,10.59597222,10.16069444,11.85069444,0.441413043,11.595,36
14.22416667,97.86333333,15.00583333,10.15104167,13.29166667,0.697847222,17.925,36
11.7034058,21.76289855,11.82020833,10.83777778,13.08361111,0.631701389,2.971527778,34
10.9090625,24.10177083,9.256458333,10.55822917,10.6271875,0.521041667,2.963958333,32
19.28013158,43.53205882,13.07395833,10.45989583,14.5946875,0.6965625,4.117708333,42
15.681,37.49366667,14.2762037,10.35259259,15.71481481,0.740833333,9.006898148,40
19.90836957,35.94141304,12.0475,10.74635417,16.1690625,0.6609375,11.33635417,38
14.45532609,32.59065217,10.07385417,10.0678125,15.48364583,0.619930556,33.66894928,45
12.57708333,26.035625,8.124236111,10.28729167,15.49177083,0.532916667,5.2653125,32
12.35626812,29.28865942,13.95385417,10.53215278,12.88350694,0.743298611,5.087673611,32
15.80239583,36.04072917,14.02677083,10.64729167,12.68770833,0.6403125,6.12625,42
11.3725,25.90326087,9.881666667,10.33447917,13.47739583,0.646041667,5.883333333,32
11.72147727,27.13967391,11.94638889,10.35961806,11.41354167,0.568263889,6.948402778,32
16.8565625,34.73958333,15.14916667,10.6196875,11.395,0.671666667,8.026354167,39
16.24590909,36.40477273,12.93144928,10.40228261,11.71130435,0.501493056,8.09673913,44
15.08375,31.46479167,11.08083333,10.40666667,11.0221875,0.563229167,8.881145833,38
12.9851087,25.98065217,11.12552083,10.4090625,11.48385417,0.579166667,9.188958333,30
10.81010417,20.2103125,7.859375,10.0778125,11.13395833,0.535729167,7.438333333,32
14.71479167,28.17645833,7.622048611,10.07520833,11.95291667,0.618125,8.973854167,31
14.70359649,30.00092593,5.949166667,6.539246032,14.88916667,0.601666667,8.728769841,33
16.03625,29.6225,4.336325758,4.30875,12.67864583,0.586770833,8.648645833,34
12.77041667,28.08166667,4.759094203,4.292604167,11.8696875,0.565104167,8.801041667,31
9.767391304,25.23086957,7.65173913,3.837291667,14.5578125,0.493229167,17.66065972,28
9.160833333,23.74,13.63145833,3.940208333,11.78770833,0.525,30.419375,30
8.878645833,23.04416667,12.81729167,3.889270833,11.44833333,0.457916667,33.02121528,31
11.06583333,25.25041667,15.7578125,4.1853125,12.40354167,0.546041667,35.1971875,36
12.51181818,33.13931818,16.89916667,4.2384375,11.90645833,0.584270833,29.53979167,33
11.25875,30.77375,14.85302083,3.941354167,11.83375,0.547083333,26.07114583,32
9.956086957,26.788,13.86197917,3.823958333,12.23375,0.483541667,28.90302083,29
12.41104167,33.32916667,17.58333333,4.081354167,12.47427083,0.764791667,34.05211806,34
12.32125,26.045,14.49364583,3.795833333,11.51104167,0.505208333,33.12715278,34
12.392,20.5045,11.33145833,3.641666667,10.41979167,0.3678125,41.31951389,37
10.78375,16.977,10.09854167,3.5434375,10.10052083,0.315,59.86048611,36
14.30636364,22.14272727,8.220104167,3.425729167,11.10072917,0.297708333,53.25458333,32
9.112678571,18.80857143,13.57635417,3.725416667,12.87385417,0.603958333,24.58452899,42
8.171956522,17.25652174,11.94510417,3.666770833,13.13197917,0.546458333,23.73465909,34
9.908333333,28.68333333,13.28239583,4.672708333,19.61947917,0.713854167,39.02572917,32
9.665833333,23.91875,19.33458333,3.9228125,25.82947917,0.783958333,15.79458333,33
11.70416667,18.40625,11.08739583,3.735520833,10.88541667,0.4278125,6.456722222,28
11.40625,26.51291667,10.3728125,3.918854167,12.68114583,0.437916667,31.2875641,24
14.40181818,39.75909091,14.05427083,3.858645833,11.560625,0.480104167,21.99989583,35
15.61956522,42.74163043,12.31479167,3.882291667,14.91,0.473020833,18.0928125,83
18.7573913,48.50782609,13.41802083,3.795625,12.78625,0.5,17.88760417,47
19.66458333,51.65166667,11.69979167,3.755833333,12.1503125,0.426458333,30.59460145,46
16.50329545,47.25818182,12.11510417,4.015520833,12.49822917,0.406006944,57.4969697,55
14.35625,42.05833333,13.01729167,4.247708333,12.20041667,0.4546875,51.21701389,41
15.09795455,40.15181818,15.74802083,4.051770833,14.3784375,0.548680556,51.33284722,57
14.88583333,37.56875,12.63510417,3.89875,12.6184375,0.4140625,58.56090278,45
14.6525,38.69291667,12.3603125,3.877708333,14.3296875,0.427708333,56.24518939,41
12.40333333,32.05833333,14.24802083,4.103229167,12.67822917,0.526145833,50.99202899,47
11.75416667,29.14416667,12.644375,3.691666667,23.076875,0.6453125,32.85083333,29
9.519583333,28.66541667,15.5853125,3.9478125,27.0009375,0.7034375,5.360104167,29
14.4575,32.83652174,14.14989583,4.266458333,11.08645833,0.595625,7.657395833,26
17.91764706,35.93222222,12.959375,4.115625,11.22104167,0.611875,9.587604167,39
18.99208333,34.98,17.20270833,4.738125,11.48927083,0.7659375,10.94447917,39
13.7885,28.88816667,13.80852273,4.213181818,12.51886364,0.561086957,17.84132576,24
15.06125,28.21916667,10.5496875,3.702395833,18.59802083,0.370729167,47.94315789,27
15.31578947,34.65526316,13.04822917,3.8540625,23.05010417,0.438854167,41.29762821,29
25.58,57.04285714,8.9146875,3.803229167,10.00854167,0.355729167,80.2403125,47
201.5633333,,8.846770833,3.832916667,9.483645833,0.32125,88.5315625,65
299.084375,83.95125,6.110686275,3.704375,14.63760417,0.338541667,32.79054348,181
28.27026316,69.25394737,8.815833333,3.900039683,10.41761905,0.360277778,1.863650794,64
18.86083333,46.20875,13.44986111,3.946736111,12.26017361,0.482708333,9.741493056,47
20.79166667,50.94,12.98958333,3.738541667,13.05208333,0.414583333,20.47791667,44
25.1434375,61.58822917,13.426875,3.773125,13.32052083,0.456041667,27.68864583,58
26.79583333,65.65041667,13.97541667,3.832604167,13.67166667,0.411770833,35.03444444,64
22.69,55.59125,16.64645833,4.0365625,13.24020833,0.468645833,39.42597222,54
13.33,32.65833333,17.70447917,4.164166667,13.7025,0.572291667,43.30871528,40
9.919166667,24.30166667,13.08229167,3.813333333,16.0784375,0.569270833,15.52229167,26
8.152083333,19.97270833,12.59958333,3.64,18.17291667,0.568958333,3.8853125,24
7.910441176,19.38367647,14.09289474,3.792631579,18.50302632,0.663026316,6.434473684,24
7.816875,19.14833333,10.66083333,3.597083333,18.25197917,0.505833333,7.36875,23
8.888333333,21.77625,12.43614583,3.729583333,18.06135417,0.575,7.6396875,23
12.15635417,29.78135417,13.6740625,3.830729167,18.121875,0.589791667,7.495625,24
15.76166667,38.61625,18.09791667,4.1134375,19.89708333,0.801458333,7.301979167,34
15.435625,37.81125,16.8121875,3.943229167,20.7240625,0.806875,6.19375,35
15.07666667,36.93875,14.85010417,3.756145833,21.30854167,0.721979167,5.820416667,43
11.45416667,28.0625,18.081875,4.049479167,23.15385417,0.724895833,5.275416667,29
10.7725,26.3925,12.4825,3.5753125,21.31239583,0.561145833,5.331666667,27
12.49,30.60041667,15.3284375,3.950729167,20.91864583,0.675104167,5.243645833,28
12.69916667,31.11291667,12.27885417,3.639791667,19.4740625,0.642604167,5.665104167,30
10.95416667,26.83791667,11.8615625,3.762604167,12.67229167,0.481770833,6.580520833,27
12.26083333,30.03833333,15.84333333,4.139375,14.00895833,0.740416667,5.3328125,28
10.7525,26.34375,14.34125,3.946875,16.76072917,0.621875,5.3659375,27
10.32034091,25.28818182,10.81543478,3.534673913,20.80347826,0.613854167,5.043043478,26
8.5825,21.02708333,9.8728125,3.467395833,20.6084375,0.624375,5.426875,25
6.48,15.87541667,10.865625,3.253854167,28.5009375,0.475104167,4.827916667,26
7.3375,17.97666667,11.85635417,3.311666667,28.7565625,0.504791667,4.816354167,26
10.32166667,25.28708333,13.4584375,3.676875,24.76520833,0.604270833,5.450104167,28
14.56375,35.68,14.30270833,3.4515625,29.24604167,0.524895833,5.167291667,28
18.5725,45.50208333,16.86239583,3.6471875,29.65385417,0.600208333,7.688854167,42
18.89010417,46.27791667,17.15583333,3.73625,29.60052083,0.552708333,12.383125,40
19.29,47.260625,13.47270833,4.590729167,21.705,0.731770833,23.72135417,48
17.31,42.42666667,3.596666667,4.7228125,14.91041667,0.5421875,14.17895833,46
9.935,24.35041667,1.3190625,4.165625,14.44989583,0.48625,8.445625,18
6.346710526,15.55105263,1.940471014,3.621594203,14.31634058,0.348913043,10.22625,23
5.615,13.75666667,1.325,4.013854167,13.75635417,0.413541667,6.7521875,25
7.961666667,19.50541667,1.323645833,3.973020833,14.65864583,0.42125,6.319270833,28
8.89,21.78,1.367291667,4.109166667,11.77447917,0.506666667,4.638229167,28
11.05166667,27.0775,1.308020833,4.356875,12.676875,0.462083333,4.9559375,28
18.94369565,46.67227273,1.8175,4.413541667,13.3128125,0.370833333,7.3165625,33
29.30604167,71.78875,1.31125,4.674583333,14.62833333,0.641979167,7.662708333,80
23.4425,57.43227273,1.785208333,4.2971875,13.85145833,0.379444444,6.770833333,77
20.75022727,50.83545455,1.919583333,4.2409375,11.86770833,0.293854167,6.29125,58
20.93375,51.26454545,1.548645833,4.450208333,12.03447917,0.2884375,6.657395833,50
26.57697917,65.11291667,1.351666667,5.102083333,12.50947917,0.600104167,6.542604167,66
28.54625,69.93041667,1.3459375,5.623958333,14.6571875,0.690104167,7.485104167,68
32.48193182,79.58954545,1.592916667,5.396875,15.24666667,0.648229167,6.27625,80
27.19333333,66.62333333,1.3834375,4.344270833,11.42989583,0.566770833,6.86125,70
31.06916667,76.11916667,1.3675,4.763645833,12.71708333,0.7665625,7.351145833,83
15.33555556,37.55333333,2.763219697,4.362954545,11.19204545,0.312753623,6.366212121,46
16.54,40.52291667,1.3496875,4.394479167,12.86229167,0.2821875,5.713958333,40
20.08125,49.19208333,1.327708333,4.016145833,15.4703125,0.268333333,5.574375,52
30.35916667,74.38,1.2415625,4.2384375,24.7425,0.4740625,5.054166667,61
35.02916667,85.82166667,1.183958333,4.365625,29.85875,0.7778125,6.055833333,79
32.58854167,79.835,1.171979167,4.279166667,36.6375,0.858333333,5.0453125,79
36.2875,88.90416667,1.162604167,4.456041667,37.34302083,1.199479167,4.675729167,80
29.84166667,73.11333333,1.1271875,4.395833333,36.86020833,0.888958333,4.809166667,78
30.32272727,74.29136364,1.879270833,4.489166667,36.0975,0.594375,4.837395833,70
28.255,69.22458333,1.145729167,4.5571875,36.00760417,0.5228125,4.770416667,70
34.405,84.2925,1.1409375,4.304270833,36.95333333,1.048958333,4.691770833,74
35.1421875,91.380625,1.157291667,4.8115625,38.60729167,1.338541667,4.254166667,80
25.07590909,78.54852273,1.342361111,4.874965278,38.56006944,1.149791667,4.756423611,77
26.91958333,84.3525,1.291145833,6.590104167,26.4684375,1.408645833,5.4234375,80
33.73909091,102.1263636,1.729201389,7.143541667,15.439375,1.800590278,4.918020833,84
32.15083333,90.02583333,1.319791667,5.543333333,15.961875,1.475729167,4.8165625,89
26.04125,72.91833333,1.389583333,6.131666667,15.85270833,1.379791667,4.493229167,66
24.39666667,68.31416667,1.348125,5.705625,15.37354167,1.0953125,5.532708333,67
28.96666667,81.10833333,1.310208333,6.132604167,15.33635417,1.320104167,5.9553125,78
36.05166667,100.9466667,1.309270833,6.496979167,16.11833333,1.689895833,5.349479167,86
37.81208333,105.87625,1.288541667,4.9296875,24.698125,1.2284375,4.9609375,108
39.89541667,111.7054167,1.155625,4.7303125,38.1084375,1.153125,4.770520833,100
43.52541667,118.505,1.221493056,5.385659722,36.60756944,1.406458333,4.851944444,93
53.60619048,139.3119048,1.271979167,3.259722222,28.36927083,2.340729167,5.1859375,121
51.23608696,133.2134783,1.248125,7.768645833,32.9728125,2.642916667,7.172708333,130
56.42791667,143.1195833,1.3815625,4.733229167,19.18229167,1.8328125,4.482083333,161
107.3216667,141.998125,1.328645833,5.6390625,16.04635417,1.083854167,5.4896875,108
177.6851042,193.6898913,1.364166667,5.7721875,17.3521875,1.3309375,6.959270833,192
32.84041667,54.73416667,1.361458333,6.865416667,16.3965625,1.733125,5.975833333,78
36.56427083,66.1771875,1.362395833,6.395520833,17.63708333,1.856666667,6.384270833,64
46.06541667,88.29125,1.338333333,7.705208333,18.69145833,2.230625,5.40375,75
40.07354167,75.20625,1.337291667,6.051458333,17.00489583,1.2275,5.634270833,82
34.21407895,68.325,1.288020833,5.254791667,20.82614583,1.165208333,4.959375,66
42.6640625,78.01125,1.293541667,4.611458333,24.85625,1.551354167,5.027083333,70
42.23072917,78.20625,1.259479167,4.970208333,24.38302083,1.525729167,5.485520833,72
41.22,76.89125,1.312395833,4.5984375,22.41447917,0.984166667,7.7959375,78
42.31822917,74.585,1.311979167,4.615833333,21.13114583,0.81875,8.1340625,70
